name,emoji,group,subgroup,keywords,aliases
"family: woman, boy",👩‍👦,Smileys & People,family,"boy, family, woman",family woman boy
"family: woman, boy, boy",👩‍👦‍👦,Smileys & People,family,"boy, family, woman",family woman boy boy
"family: woman, girl",👩‍👧,Smileys & People,family,"family, girl, woman",family woman girl
"family: woman, girl, boy",👩‍👧‍👦,Smileys & People,family,"boy, family, girl, woman",family woman girl boy
"family: woman, girl, girl",👩‍👧‍👧,Smileys & People,family,"family, girl, woman",family woman girl girl
selfie,🤳,Smileys & People,body,"camera, phone, selfie",selfie
selfie: light skin tone,🤳🏻,Smileys & People,body,,selfie light skin tone
selfie: medium-light skin tone,🤳🏼,Smileys & People,body,,selfie medium light skin tone
selfie: medium skin tone,🤳🏽,Smileys & People,body,,selfie medium skin tone
selfie: medium-dark skin tone,🤳🏾,Smileys & People,body,,selfie medium dark skin tone
selfie: dark skin tone,🤳🏿,Smileys & People,body,,selfie dark skin tone
flexed biceps,💪,Smileys & People,body,"biceps, comic, flex, flexed biceps, muscle, flex, bicep, strong, workout","muscle, flexed biceps"
flexed biceps: light skin tone,💪🏻,Smileys & People,body,,flexed biceps light skin tone
flexed biceps: medium-light skin tone,💪🏼,Smileys & People,body,,flexed biceps medium light skin tone
flexed biceps: medium skin tone,💪🏽,Smileys & People,body,,flexed biceps medium skin tone
flexed biceps: medium-dark skin tone,💪🏾,Smileys & People,body,,flexed biceps medium dark skin tone
flexed biceps: dark skin tone,💪🏿,Smileys & People,body,,flexed biceps dark skin tone
leg,🦵,Smileys & People,body,"kick, limb",leg
leg: light skin tone,🦵🏻,Smileys & People,body,,leg light skin tone
leg: medium-light skin tone,🦵🏼,Smileys & People,body,,leg medium light skin tone
leg: medium skin tone,🦵🏽,Smileys & People,body,,leg medium skin tone
leg: medium-dark skin tone,🦵🏾,Smileys & People,body,,leg medium dark skin tone
leg: dark skin tone,🦵🏿,Smileys & People,body,,leg dark skin tone
foot,🦶,Smileys & People,body,"kick, stomp",foot
foot: light skin tone,🦶🏻,Smileys & People,body,,foot light skin tone
foot: medium-light skin tone,🦶🏼,Smileys & People,body,,foot medium light skin tone
foot: medium skin tone,🦶🏽,Smileys & People,body,,foot medium skin tone
foot: medium-dark skin tone,🦶🏾,Smileys & People,body,,foot medium dark skin tone
foot: dark skin tone,🦶🏿,Smileys & People,body,,foot dark skin tone
backhand index pointing left,👈,Smileys & People,body,"backhand, backhand index pointing left, finger, hand, index, point","point left, backhand index pointing left"
backhand index pointing left: light skin tone,👈🏻,Smileys & People,body,,backhand index pointing left light skin tone
backhand index pointing left: medium-light skin tone,👈🏼,Smileys & People,body,,backhand index pointing left medium light skin tone
backhand index pointing left: medium skin tone,👈🏽,Smileys & People,body,,backhand index pointing left medium skin tone
backhand index pointing left: medium-dark skin tone,👈🏾,Smileys & People,body,,backhand index pointing left medium dark skin tone
backhand index pointing left: dark skin tone,👈🏿,Smileys & People,body,,backhand index pointing left dark skin tone
backhand index pointing right,👉,Smileys & People,body,"backhand, backhand index pointing right, finger, hand, index, point","point right, backhand index pointing right"
backhand index pointing right: light skin tone,👉🏻,Smileys & People,body,,backhand index pointing right light skin tone
backhand index pointing right: medium-light skin tone,👉🏼,Smileys & People,body,,backhand index pointing right medium light skin tone
backhand index pointing right: medium skin tone,👉🏽,Smileys & People,body,,backhand index pointing right medium skin tone
backhand index pointing right: medium-dark skin tone,👉🏾,Smileys & People,body,,backhand index pointing right medium dark skin tone
backhand index pointing right: dark skin tone,👉🏿,Smileys & People,body,,backhand index pointing right dark skin tone
index pointing up,☝️,Smileys & People,body,,"point up, index pointing up"
index pointing up,☝,Smileys & People,body,"finger, hand, index, index pointing up, point, up",index pointing up
index pointing up: light skin tone,☝🏻,Smileys & People,body,,index pointing up light skin tone
index pointing up: medium-light skin tone,☝🏼,Smileys & People,body,,index pointing up medium light skin tone
index pointing up: medium skin tone,☝🏽,Smileys & People,body,,index pointing up medium skin tone
index pointing up: medium-dark skin tone,☝🏾,Smileys & People,body,,index pointing up medium dark skin tone
index pointing up: dark skin tone,☝🏿,Smileys & People,body,,index pointing up dark skin tone
backhand index pointing up,👆,Smileys & People,body,"backhand, backhand index pointing up, finger, hand, index, point, up","point up 2, backhand index pointing up"
backhand index pointing up: light skin tone,👆🏻,Smileys & People,body,,backhand index pointing up light skin tone
backhand index pointing up: medium-light skin tone,👆🏼,Smileys & People,body,,backhand index pointing up medium light skin tone
backhand index pointing up: medium skin tone,👆🏽,Smileys & People,body,,backhand index pointing up medium skin tone
backhand index pointing up: medium-dark skin tone,👆🏾,Smileys & People,body,,backhand index pointing up medium dark skin tone
backhand index pointing up: dark skin tone,👆🏿,Smileys & People,body,,backhand index pointing up dark skin tone
middle finger,🖕,Smileys & People,body,"finger, hand, middle finger","middle finger, fu"
middle finger: light skin tone,🖕🏻,Smileys & People,body,,middle finger light skin tone
middle finger: medium-light skin tone,🖕🏼,Smileys & People,body,,middle finger medium light skin tone
middle finger: medium skin tone,🖕🏽,Smileys & People,body,,middle finger medium skin tone
middle finger: medium-dark skin tone,🖕🏾,Smileys & People,body,,middle finger medium dark skin tone
middle finger: dark skin tone,🖕🏿,Smileys & People,body,,middle finger dark skin tone
backhand index pointing down,👇,Smileys & People,body,"backhand, backhand index pointing down, down, finger, hand, index, point","point down, backhand index pointing down"
backhand index pointing down: light skin tone,👇🏻,Smileys & People,body,,backhand index pointing down light skin tone
backhand index pointing down: medium-light skin tone,👇🏼,Smileys & People,body,,backhand index pointing down medium light skin tone
backhand index pointing down: medium skin tone,👇🏽,Smileys & People,body,,backhand index pointing down medium skin tone
backhand index pointing down: medium-dark skin tone,👇🏾,Smileys & People,body,,backhand index pointing down medium dark skin tone
backhand index pointing down: dark skin tone,👇🏿,Smileys & People,body,,backhand index pointing down dark skin tone
victory hand,✌️,Smileys & People,body,"victory, peace","v, victory hand"
victory hand,✌,Smileys & People,body,"hand, v, victory",victory hand
victory hand: light skin tone,✌🏻,Smileys & People,body,,victory hand light skin tone
victory hand: medium-light skin tone,✌🏼,Smileys & People,body,,victory hand medium light skin tone
victory hand: medium skin tone,✌🏽,Smileys & People,body,,victory hand medium skin tone
victory hand: medium-dark skin tone,✌🏾,Smileys & People,body,,victory hand medium dark skin tone
victory hand: dark skin tone,✌🏿,Smileys & People,body,,victory hand dark skin tone
crossed fingers,🤞,Smileys & People,body,"cross, crossed fingers, finger, hand, luck, hopeful",crossed fingers
crossed fingers: light skin tone,🤞🏻,Smileys & People,body,,crossed fingers light skin tone
crossed fingers: medium-light skin tone,🤞🏼,Smileys & People,body,,crossed fingers medium light skin tone
crossed fingers: medium skin tone,🤞🏽,Smileys & People,body,,crossed fingers medium skin tone
crossed fingers: medium-dark skin tone,🤞🏾,Smileys & People,body,,crossed fingers medium dark skin tone
crossed fingers: dark skin tone,🤞🏿,Smileys & People,body,,crossed fingers dark skin tone
vulcan salute,🖖,Smileys & People,body,"finger, hand, spock, vulcan, vulcan salute, prosper, spock",vulcan salute
vulcan salute: light skin tone,🖖🏻,Smileys & People,body,,vulcan salute light skin tone
vulcan salute: medium-light skin tone,🖖🏼,Smileys & People,body,,vulcan salute medium light skin tone
vulcan salute: medium skin tone,🖖🏽,Smileys & People,body,,vulcan salute medium skin tone
vulcan salute: medium-dark skin tone,🖖🏾,Smileys & People,body,,vulcan salute medium dark skin tone
vulcan salute: dark skin tone,🖖🏿,Smileys & People,body,,vulcan salute dark skin tone
sign of the horns,🤘,Smileys & People,body,"finger, hand, horns, rock-on, sign of the horns","metal, sign of the horns"
sign of the horns: light skin tone,🤘🏻,Smileys & People,body,,sign of the horns light skin tone
sign of the horns: medium-light skin tone,🤘🏼,Smileys & People,body,,sign of the horns medium light skin tone
sign of the horns: medium skin tone,🤘🏽,Smileys & People,body,,sign of the horns medium skin tone
sign of the horns: medium-dark skin tone,🤘🏾,Smileys & People,body,,sign of the horns medium dark skin tone
sign of the horns: dark skin tone,🤘🏿,Smileys & People,body,,sign of the horns dark skin tone
call me hand,🤙,Smileys & People,body,"call, call me hand, hand",call me hand
call me hand: light skin tone,🤙🏻,Smileys & People,body,,call me hand light skin tone
call me hand: medium-light skin tone,🤙🏼,Smileys & People,body,,call me hand medium light skin tone
call me hand: medium skin tone,🤙🏽,Smileys & People,body,,call me hand medium skin tone
call me hand: medium-dark skin tone,🤙🏾,Smileys & People,body,,call me hand medium dark skin tone
call me hand: dark skin tone,🤙🏿,Smileys & People,body,,call me hand dark skin tone
hand with fingers splayed,🖐️,Smileys & People,body,,hand with fingers splayed
hand with fingers splayed,🖐,Smileys & People,body,"finger, hand, hand with fingers splayed, splayed","raised hand with fingers splayed, hand with fingers splayed"
hand with fingers splayed: light skin tone,🖐🏻,Smileys & People,body,,hand with fingers splayed light skin tone
hand with fingers splayed: medium-light skin tone,🖐🏼,Smileys & People,body,,hand with fingers splayed medium light skin tone
hand with fingers splayed: medium skin tone,🖐🏽,Smileys & People,body,,hand with fingers splayed medium skin tone
hand with fingers splayed: medium-dark skin tone,🖐🏾,Smileys & People,body,,hand with fingers splayed medium dark skin tone
hand with fingers splayed: dark skin tone,🖐🏿,Smileys & People,body,,hand with fingers splayed dark skin tone
raised hand,✋,Smileys & People,body,"hand, raised hand, highfive, stop","hand, raised hand"
raised hand: light skin tone,✋🏻,Smileys & People,body,,raised hand light skin tone
raised hand: medium-light skin tone,✋🏼,Smileys & People,body,,raised hand medium light skin tone
raised hand: medium skin tone,✋🏽,Smileys & People,body,,raised hand medium skin tone
raised hand: medium-dark skin tone,✋🏾,Smileys & People,body,,raised hand medium dark skin tone
raised hand: dark skin tone,✋🏿,Smileys & People,body,,raised hand dark skin tone
OK hand,👌,Smileys & People,body,"hand, OK","ok hand, OK hand"
OK hand: light skin tone,👌🏻,Smileys & People,body,,OK hand light skin tone
OK hand: medium-light skin tone,👌🏼,Smileys & People,body,,OK hand medium light skin tone
OK hand: medium skin tone,👌🏽,Smileys & People,body,,OK hand medium skin tone
OK hand: medium-dark skin tone,👌🏾,Smileys & People,body,,OK hand medium dark skin tone
